EODDATAID,ADATE,SYMBOL,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES
420551592,20-Feb-15,NIFTY,8883.05,8913.45,8794.45,8895.3,,,219867400,9794.26,20-Feb-2015,
420551593,20-Feb-15,BANKNIFTY,19296.15,19377.45,18876.25,19188.3,,,53870593,1956.43,20-Feb-2015,
420581592,23-Feb-15,NIFTY,8883.05,8913.45,8794.45,8895.3,,,219867400,9794.26,23-Feb-2015,
420581593,23-Feb-15,BANKNIFTY,19296.15,19377.45,18876.25,19188.3,,,53870593,1956.43,23-Feb-2015,
420591592,24-Feb-15,NIFTY,8883.05,8913.45,8794.45,8895.3,,,219867400,9794.26,24-Feb-2015,
420591593,24-Feb-15,BANKNIFTY,19296.15,19377.45,18876.25,19188.3,,,53870593,1956.43,24-Feb-2015,
420601592,25-Feb-15,NIFTY,8883.05,8913.45,8794.45,8895.3,,,219867400,9794.26,25-Feb-2015,
420601593,25-Feb-15,BANKNIFTY,19296.15,19377.45,18876.25,19188.3,,,53870593,1956.43,25-Feb-2015,
420611592,26-Feb-15,NIFTY,8779,8786.05,8669.45,8683.85,,,224185492,10531.16,26-Feb-2015,
420611593,26-Feb-15,BANKNIFTY,19296.15,19377.45,18876.25,19188.3,,,53870593,1956.43,26-Feb-2015,
420621592,27-Feb-15,NIFTY,8779,8786.05,8669.45,8683.85,,,224185492,10531.16,27-Feb-2015,
420621593,27-Feb-15,BANKNIFTY,19296.15,19377.45,18876.25,19188.3,,,53870593,1956.43,27-Feb-2015,
420631592,28-Feb-15,NIFTY,8779,8786.05,8669.45,8683.85,,,224185492,10531.16,28-Feb-2015,
420631593,28-Feb-15,BANKNIFTY,19296.15,19377.45,18876.25,19188.3,,,53870593,1956.43,28-Feb-2015,
420651592,02-Mar-15,NIFTY,8779,8786.05,8669.45,8683.85,,,224185492,10531.16,02-Mar-2015,
420651593,02-Mar-15,BANKNIFTY,19296.15,19377.45,18876.25,19188.3,,,53870593,1956.43,02-Mar-2015,
420661592,03-Mar-15,NIFTY,8779,8786.05,8669.45,8683.85,,,224185492,10531.16,03-Mar-2015,
420661593,03-Mar-15,BANKNIFTY,19296.15,19377.45,18876.25,19188.3,,,53870593,1956.43,03-Mar-2015,
420671592,04-Mar-15,NIFTY,9109.15,9119.2,8893.95,8922.65,,,256060375,12130.98,04-Mar-2015,
420671593,04-Mar-15,BANKNIFTY,20541.65,20541.65,19555.1,19643.9,,,118684182,4758.11,04-Mar-2015,
420681592,05-Mar-15,NIFTY,9109.15,9119.2,8893.95,8922.65,,,256060375,12130.98,05-Mar-2015,
420681593,05-Mar-15,BANKNIFTY,20541.65,20541.65,19555.1,19643.9,,,118684182,4758.11,05-Mar-2015,
420721592,09-Mar-15,NIFTY,8891.15,8891.3,8740.45,8756.75,,,160332840,8132.43,09-Mar-2015,
420721593,09-Mar-15,BANKNIFTY,19545.25,19545.25,19112.65,19145.55,,,53042357,2049.83,09-Mar-2015,
420731592,10-Mar-15,NIFTY,8891.15,8891.3,8740.45,8756.75,,,160332840,8132.43,10-Mar-2015,
420731593,10-Mar-15,BANKNIFTY,19170.3,19271.8,18915.1,19054.4,,,57599232,2164.93,10-Mar-2015,
420741592,11-Mar-15,NIFTY,8891.15,8891.3,8740.45,8756.75,,,160332840,8132.43,11-Mar-2015,
420741593,11-Mar-15,BANKNIFTY,19170.3,19271.8,18915.1,19054.4,,,57599232,2164.93,11-Mar-2015,
420791592,16-Mar-15,NIFTY,8891.15,8891.3,8740.45,8756.75,,,160332840,8132.43,16-Mar-2015,
420791593,16-Mar-15,BANKNIFTY,19170.3,19271.8,18915.1,19054.4,,,57599232,2164.93,16-Mar-2015,
420801592,17-Mar-15,NIFTY,8689.1,8742.55,8630.8,8723.3,,,182504639,8086.26,17-Mar-2015,
420801593,17-Mar-15,BANKNIFTY,19170.3,19271.8,18915.1,19054.4,,,57599232,2164.93,17-Mar-2015,
420811592,18-Mar-15,NIFTY,8742.9,8747.25,8664,8685.9,,,161153533,8227.5,18-Mar-2015,
420811593,18-Mar-15,BANKNIFTY,19080.25,19234.4,18937.25,19147.25,,,59060854,2112.6,18-Mar-2015,
420821592,19-Mar-15,NIFTY,8749.45,8788.2,8614.65,8634.65,,,168628424,8460.35,19-Mar-2015,
420821593,19-Mar-15,BANKNIFTY,19345.7,19373.45,18739.85,18811.15,,,51683013,2152.84,19-Mar-2015,
420831592,20-Mar-15,NIFTY,8749.45,8788.2,8614.65,8634.65,,,168628424,8460.35,20-Mar-2015,
420831593,20-Mar-15,BANKNIFTY,19345.7,19373.45,18739.85,18811.15,,,51683013,2152.84,20-Mar-2015,
420861592,23-Mar-15,NIFTY,8749.45,8788.2,8614.65,8634.65,,,168628424,8460.35,23-Mar-2015,
420861593,23-Mar-15,BANKNIFTY,19345.7,19373.45,18739.85,18811.15,,,51683013,2152.84,23-Mar-2015,
420871592,24-Mar-15,NIFTY,8749.45,8788.2,8614.65,8634.65,,,168628424,8460.35,24-Mar-2015,
420871593,24-Mar-15,BANKNIFTY,19345.7,19373.45,18739.85,18811.15,,,51683013,2152.84,24-Mar-2015,
420881592,25-Mar-15,NIFTY,8568.9,8573.75,8516.55,8530.8,,,165952155,8200.05,25-Mar-2015,
420881593,25-Mar-15,BANKNIFTY,18364.3,18433,18271.6,18310.1,,,53985052,2021.21,25-Mar-2015,
420891592,26-Mar-15,NIFTY,8568.9,8573.75,8516.55,8530.8,,,165952155,8200.05,26-Mar-2015,
420891593,26-Mar-15,BANKNIFTY,18364.3,18433,18271.6,18310.1,,,53985052,2021.21,26-Mar-2015,
420901592,27-Mar-15,NIFTY,8396,8413.2,8269.15,8341.4,,,198979321,9528.86,27-Mar-2015,
420901593,27-Mar-15,BANKNIFTY,18364.3,18433,18271.6,18310.1,,,53985052,2021.21,27-Mar-2015,
420931592,30-Mar-15,NIFTY,8396,8413.2,8269.15,8341.4,,,198979321,9528.86,30-Mar-2015,
420931593,30-Mar-15,BANKNIFTY,18364.3,18433,18271.6,18310.1,,,53985052,2021.21,30-Mar-2015,
420941592,31-Mar-15,NIFTY,8527.6,8550.45,8454.15,8491,,,177059509,8108.36,31-Mar-2015,
420941593,31-Mar-15,BANKNIFTY,18424.1,18494.35,18158.55,18206.65,,,57948741,2023.51,31-Mar-2015,
420951592,01-Apr-15,NIFTY,8483.7,8603.4,8464.75,8586.25,,,136312446,6863.03,01-Apr-2015,
420951593,01-Apr-15,BANKNIFTY,18204.55,18668.85,18131.4,18617.85,,,45673069,1589.69,01-Apr-2015,
421001592,06-Apr-15,NIFTY,8483.7,8603.4,8464.75,8586.25,,,136312446,6863.03,06-Apr-2015,
421001593,06-Apr-15,BANKNIFTY,18204.55,18668.85,18131.4,18617.85,,,45673069,1589.69,06-Apr-2015,
421011592,07-Apr-15,NIFTY,8483.7,8603.4,8464.75,8586.25,,,136312446,6863.03,07-Apr-2015,
421011593,07-Apr-15,BANKNIFTY,18204.55,18668.85,18131.4,18617.85,,,45673069,1589.69,07-Apr-2015,
421021592,08-Apr-15,NIFTY,8483.7,8603.4,8464.75,8586.25,,,136312446,6863.03,08-Apr-2015,
421021593,08-Apr-15,BANKNIFTY,18204.55,18668.85,18131.4,18617.85,,,45673069,1589.69,08-Apr-2015,
421031592,09-Apr-15,NIFTY,8756.2,8785.5,8682.45,8778.3,,,158192905,8391.19,09-Apr-2015,
421031593,09-Apr-15,BANKNIFTY,18204.55,18668.85,18131.4,18617.85,,,45673069,1589.69,09-Apr-2015,
421041592,10-Apr-15,NIFTY,8756.2,8785.5,8682.45,8778.3,,,158192905,8391.19,10-Apr-2015,
421041593,10-Apr-15,BANKNIFTY,18204.55,18668.85,18131.4,18617.85,,,45673069,1589.69,10-Apr-2015,
421071592,13-Apr-15,NIFTY,8801.75,8841.65,8762.1,8834,,,122833397,6242.71,13-Apr-2015,
421071593,13-Apr-15,BANKNIFTY,18842.25,18890.65,18708.3,18798.25,,,43773210,1619.82,13-Apr-2015,
421091592,15-Apr-15,NIFTY,8801.75,8841.65,8762.1,8834,,,122833397,6242.71,15-Apr-2015,
421091593,15-Apr-15,BANKNIFTY,18842.25,18890.65,18708.3,18798.25,,,43773210,1619.82,15-Apr-2015,
421101592,16-Apr-15,NIFTY,8757.05,8760,8645.65,8706.7,,,149337173,8268.33,16-Apr-2015,
421101593,16-Apr-15,BANKNIFTY,18731.65,18731.65,18504.7,18637.05,,,55609375,2228.76,16-Apr-2015,
421111592,17-Apr-15,NIFTY,8757.05,8760,8645.65,8706.7,,,149337173,8268.33,17-Apr-2015,
421111593,17-Apr-15,BANKNIFTY,18731.65,18731.65,18504.7,18637.05,,,55609375,2228.76,17-Apr-2015,
421141592,20-Apr-15,NIFTY,8757.05,8760,8645.65,8706.7,,,149337173,8268.33,20-Apr-2015,
421141593,20-Apr-15,BANKNIFTY,18731.65,18731.65,18504.7,18637.05,,,55609375,2228.76,20-Apr-2015,
421151592,21-Apr-15,NIFTY,8416.1,8469.35,8352.7,8377.75,,,418959074,32873.45,21-Apr-2015,
421151593,21-Apr-15,BANKNIFTY,18102.3,18328.35,18036.9,18105.75,,,53177130,2098.63,21-Apr-2015,
421161592,22-Apr-15,NIFTY,8416.1,8469.35,8352.7,8377.75,,,418959074,32873.45,22-Apr-2015,
421161593,22-Apr-15,BANKNIFTY,18102.3,18328.35,18036.9,18105.75,,,53177130,2098.63,22-Apr-2015,
421171592,23-Apr-15,NIFTY,8416.1,8469.35,8352.7,8377.75,,,418959074,32873.45,23-Apr-2015,
421171593,23-Apr-15,BANKNIFTY,18102.3,18328.35,18036.9,18105.75,,,53177130,2098.63,23-Apr-2015,
421181592,24-Apr-15,NIFTY,8405.7,8413.3,8273.35,8305.25,,,177843969,10984.24,24-Apr-2015,
421181593,24-Apr-15,BANKNIFTY,18102.3,18328.35,18036.9,18105.75,,,53177130,2098.63,24-Apr-2015,
421211592,27-Apr-15,NIFTY,8405.7,8413.3,8273.35,8305.25,,,177843969,10984.24,27-Apr-2015,
421211593,27-Apr-15,BANKNIFTY,18102.3,18328.35,18036.9,18105.75,,,53177130,2098.63,27-Apr-2015,
421221592,28-Apr-15,NIFTY,8215.55,8308,8185.15,8285.6,,,183754628,9560.13,28-Apr-2015,
421221593,28-Apr-15,BANKNIFTY,18102.3,18328.35,18036.9,18105.75,,,53177130,2098.63,28-Apr-2015,
421231592,29-Apr-15,NIFTY,8215.55,8308,8185.15,8285.6,,,183754628,9560.13,29-Apr-2015,
421231593,29-Apr-15,BANKNIFTY,18255.8,18431.9,18202.4,18302.65,,,60010265,2353.96,29-Apr-2015,
421241592,30-Apr-15,NIFTY,8224.5,8229.4,8144.75,8181.5,,,281696257,14755.35,30-Apr-2015,
421241593,30-Apr-15,BANKNIFTY,18318.85,18430.05,18163.9,18338.1,,,92163016,3863.55,30-Apr-2015,
421281592,04-May-15,NIFTY,8230.05,8346,8220.45,8331.95,,,136913823,7856.18,04-May-2015,
421281593,04-May-15,BANKNIFTY,18417.5,18586.3,18350.95,18501.3,,,38833685,1454.35,04-May-2015,
421291592,05-May-15,NIFTY,8230.05,8346,8220.45,8331.95,,,136913823,7856.18,05-May-2015,
421291593,05-May-15,BANKNIFTY,18417.5,18586.3,18350.95,18501.3,,,38833685,1454.35,05-May-2015,
421301592,06-May-15,NIFTY,8316.6,8331.95,8083,8097,,,212509839,10894.12,06-May-2015,
421301593,06-May-15,BANKNIFTY,18417.5,18586.3,18350.95,18501.3,,,38833685,1454.35,06-May-2015,
421311592,07-May-15,NIFTY,8077,8122.6,7997.15,8057.3,,,166563657,8443.96,07-May-2015,
421311593,07-May-15,BANKNIFTY,17751.4,17751.4,17246.55,17376.9,,,60253207,2309.36,07-May-2015,
421321592,08-May-15,NIFTY,8131.5,8224.95,8123.45,8191.5,,,188776090,8961.33,08-May-2015,
421321593,08-May-15,BANKNIFTY,17600.25,17907.5,17600.25,17796.6,,,88963421,2861.54,08-May-2015,
421351592,11-May-15,NIFTY,8243.2,8332.75,8224.65,8325.25,,,197882948,8396.12,11-May-2015,
421351593,11-May-15,BANKNIFTY,17921.15,18240.65,17841.75,18199.75,,,108498669,2834.03,11-May-2015,
421361592,12-May-15,NIFTY,8326.15,8326.65,8115.3,8126.95,,,178753978,8779.53,12-May-2015,
421361593,12-May-15,BANKNIFTY,18193.55,18193.55,17597.75,17628.65,,,69364982,2206.9,12-May-2015,
421371592,13-May-15,NIFTY,8326.15,8326.65,8115.3,8126.95,,,178753978,8779.53,13-May-2015,
421371593,13-May-15,BANKNIFTY,18193.55,18193.55,17597.75,17628.65,,,69364982,2206.9,13-May-2015,
421381592,14-May-15,NIFTY,8326.15,8326.65,8115.3,8126.95,,,178753978,8779.53,14-May-2015,
421381593,14-May-15,BANKNIFTY,18193.55,18193.55,17597.75,17628.65,,,69364982,2206.9,14-May-2015,
421391592,15-May-15,NIFTY,8326.15,8326.65,8115.3,8126.95,,,178753978,8779.53,15-May-2015,
421391593,15-May-15,BANKNIFTY,18193.55,18193.55,17597.75,17628.65,,,69364982,2206.9,15-May-2015,
421421592,18-May-15,NIFTY,8326.15,8326.65,8115.3,8126.95,,,178753978,8779.53,18-May-2015,
421421593,18-May-15,BANKNIFTY,18193.55,18193.55,17597.75,17628.65,,,69364982,2206.9,18-May-2015,
421441592,20-May-15,NIFTY,8326.15,8326.65,8115.3,8126.95,,,178753978,8779.53,20-May-2015,
421441593,20-May-15,BANKNIFTY,18193.55,18193.55,17597.75,17628.65,,,69364982,2206.9,20-May-2015,
421451592,21-May-15,NIFTY,8434.5,8446.35,8382.5,8421,,,148189485,7641.6,21-May-2015,
421451593,21-May-15,BANKNIFTY,18593.85,18603.8,18398.65,18513.15,,,51708394,1736.47,21-May-2015,
421461592,22-May-15,NIFTY,8432.5,8489.55,8420.6,8458.95,,,193080657,8261.69,22-May-2015,
421461593,22-May-15,BANKNIFTY,18560.85,18755.45,18354.55,18433.3,,,110163572,3388.67,22-May-2015,
421491592,25-May-15,NIFTY,8438.15,8441.95,8364.15,8370.25,,,125051166,5555.29,25-May-2015,
421491593,25-May-15,BANKNIFTY,18405.05,18475.55,18302.5,18324.85,,,52100958,1703.7,25-May-2015,
421501592,26-May-15,NIFTY,8377.1,8378.9,8320.05,8339.35,,,120428892,5908.3,26-May-2015,
421501593,26-May-15,BANKNIFTY,18405.05,18475.55,18302.5,18324.85,,,52100958,1703.7,26-May-2015,
421511592,27-May-15,NIFTY,8302.75,8342.85,8277.95,8334.6,,,170583401,8131.59,27-May-2015,
421511593,27-May-15,BANKNIFTY,18299.65,18561.5,18236.25,18538.85,,,47772490,1601.13,27-May-2015,
421521592,28-May-15,NIFTY,8345.7,8364.5,8270.15,8319,,,239549060,11449.91,28-May-2015,
421521593,28-May-15,BANKNIFTY,18562.75,18639.65,18381.75,18449.2,,,78588818,2738.15,28-May-2015,
421531592,29-May-15,NIFTY,8345.7,8364.5,8270.15,8319,,,239549060,11449.91,29-May-2015,
421531593,29-May-15,BANKNIFTY,18562.75,18639.65,18381.75,18449.2,,,78588818,2738.15,29-May-2015,
421561592,01-Jun-15,NIFTY,8417.25,8467.15,8405.4,8433.4,,,125990614,7254.01,01-Jun-2015,
421561593,01-Jun-15,BANKNIFTY,18721.15,18832.5,18598.7,18617,,,35755937,1352.68,01-Jun-2015,
421571592,02-Jun-15,NIFTY,8442.8,8445.35,8226.05,8236.45,,,151337661,8083.17,02-Jun-2015,
421571593,02-Jun-15,BANKNIFTY,18656.05,18656.05,17932.3,17977.3,,,66799306,2331.6,02-Jun-2015,
421581592,03-Jun-15,NIFTY,8232.45,8236.7,8094.15,8135.1,,,176661646,7920.26,03-Jun-2015,
421581593,03-Jun-15,BANKNIFTY,17978.15,17978.15,17567.2,17721.4,,,73475921,2506.46,03-Jun-2015,
421591592,04-Jun-15,NIFTY,8155.15,8160.05,8056.75,8130.65,,,159470840,7560.49,04-Jun-2015,
421591593,04-Jun-15,BANKNIFTY,17757.35,17777.9,17469.65,17719.2,,,68045447,2316.6,04-Jun-2015,
421601592,05-Jun-15,NIFTY,8119.15,8191,8100.15,8114.7,,,167055308,7588.4,05-Jun-2015,
421601593,05-Jun-15,BANKNIFTY,17679.9,17786.5,17506.25,17549.25,,,59916302,2135.17,05-Jun-2015,
421631592,08-Jun-15,NIFTY,8119.15,8191,8100.15,8114.7,,,167055308,7588.4,08-Jun-2015,
421631593,08-Jun-15,BANKNIFTY,17679.9,17786.5,17506.25,17549.25,,,59916302,2135.17,08-Jun-2015,
421641592,09-Jun-15,NIFTY,8119.15,8191,8100.15,8114.7,,,167055308,7588.4,09-Jun-2015,
421641593,09-Jun-15,BANKNIFTY,17679.9,17786.5,17506.25,17549.25,,,59916302,2135.17,09-Jun-2015,
421651592,10-Jun-15,NIFTY,8119.15,8191,8100.15,8114.7,,,167055308,7588.4,10-Jun-2015,
421651593,10-Jun-15,BANKNIFTY,17679.9,17786.5,17506.25,17549.25,,,59916302,2135.17,10-Jun-2015,
421661592,11-Jun-15,NIFTY,8119.15,8191,8100.15,8114.7,,,167055308,7588.4,11-Jun-2015,
421661593,11-Jun-15,BANKNIFTY,17679.9,17786.5,17506.25,17549.25,,,59916302,2135.17,11-Jun-2015,
421671592,12-Jun-15,NIFTY,8119.15,8191,8100.15,8114.7,,,167055308,7588.4,12-Jun-2015,
421671593,12-Jun-15,BANKNIFTY,17298.45,17551.35,17174.7,17523.55,,,56900277,1978.75,12-Jun-2015,
421701592,15-Jun-15,NIFTY,7986.6,8057.7,7944.85,8013.9,,,137116389,6129.12,15-Jun-2015,
421701593,15-Jun-15,BANKNIFTY,17499.35,17579,17366.15,17458.7,,,51230225,1787.9,15-Jun-2015,
421711592,16-Jun-15,NIFTY,8004.2,8061.85,7952.35,8047.3,,,127809460,5923.8,16-Jun-2015,
421711593,16-Jun-15,BANKNIFTY,17368.45,17651.9,17293.45,17602.45,,,47541970,1693.78,16-Jun-2015,
421721592,17-Jun-15,NIFTY,8004.2,8061.85,7952.35,8047.3,,,127809460,5923.8,17-Jun-2015,
421721593,17-Jun-15,BANKNIFTY,17681.2,17692.55,17533.45,17584.05,,,50116633,1830.49,17-Jun-2015,
421731592,18-Jun-15,NIFTY,8113.7,8186.9,8101.8,8174.6,,,149266110,7767.77,18-Jun-2015,
421731593,18-Jun-15,BANKNIFTY,17661.9,17797.35,17630.65,17733.55,,,53456551,1930.96,18-Jun-2015,
421741592,19-Jun-15,NIFTY,8113.7,8186.9,8101.8,8174.6,,,149266110,7767.77,19-Jun-2015,
421741593,19-Jun-15,BANKNIFTY,17661.9,17797.35,17630.65,17733.55,,,53456551,1930.96,19-Jun-2015,
421771592,22-Jun-15,NIFTY,8259.3,8369.45,8257.4,8353.1,,,126542473,6163.02,22-Jun-2015,
421771593,22-Jun-15,BANKNIFTY,17956.55,18420.95,17950.6,18334.5,,,61419191,2154.12,22-Jun-2015,
421781592,23-Jun-15,NIFTY,8259.3,8369.45,8257.4,8353.1,,,126542473,6163.02,23-Jun-2015,
421781593,23-Jun-15,BANKNIFTY,17956.55,18420.95,17950.6,18334.5,,,61419191,2154.12,23-Jun-2015,
421791592,24-Jun-15,NIFTY,8399.4,8421.35,8338.9,8360.85,,,134062733,7175.22,24-Jun-2015,
421791593,24-Jun-15,BANKNIFTY,18403.9,18499.75,18304.95,18365.55,,,50177396,1766.86,24-Jun-2015,
421801592,25-Jun-15,NIFTY,8399.4,8421.35,8338.9,8360.85,,,134062733,7175.22,25-Jun-2015,
421801593,25-Jun-15,BANKNIFTY,18403.9,18499.75,18304.95,18365.55,,,50177396,1766.86,25-Jun-2015,
421811592,26-Jun-15,NIFTY,8399.4,8421.35,8338.9,8360.85,,,134062733,7175.22,26-Jun-2015,
421811593,26-Jun-15,BANKNIFTY,18403.9,18499.75,18304.95,18365.55,,,50177396,1766.86,26-Jun-2015,
421841592,29-Jun-15,NIFTY,8399.4,8421.35,8338.9,8360.85,,,134062733,7175.22,29-Jun-2015,
421841593,29-Jun-15,BANKNIFTY,18403.9,18499.75,18304.95,18365.55,,,50177396,1766.86,29-Jun-2015,
421851592,30-Jun-15,NIFTY,8399.4,8421.35,8338.9,8360.85,,,134062733,7175.22,30-Jun-2015,
421851593,30-Jun-15,BANKNIFTY,18403.9,18499.75,18304.95,18365.55,,,50177396,1766.86,30-Jun-2015,
421861592,01-Jul-15,NIFTY,8399.4,8421.35,8338.9,8360.85,,,134062733,7175.22,01-Jul-2015,
421861593,01-Jul-15,BANKNIFTY,18403.9,18499.75,18304.95,18365.55,,,50177396,1766.86,01-Jul-2015,
421871592,02-Jul-15,NIFTY,8471.95,8479.25,8433.2,8444.9,,,115472141,6065.26,02-Jul-2015,
421871593,02-Jul-15,BANKNIFTY,18605.1,18642.85,18513.3,18585.55,,,46594751,1838.3,02-Jul-2015,
421881592,03-Jul-15,NIFTY,8471.95,8479.25,8433.2,8444.9,,,115472141,6065.26,03-Jul-2015,
421881593,03-Jul-15,BANKNIFTY,18605.1,18642.85,18513.3,18585.55,,,46594751,1838.3,03-Jul-2015,
421911592,06-Jul-15,NIFTY,8471.95,8479.25,8433.2,8444.9,,,115472141,6065.26,06-Jul-2015,
421911593,06-Jul-15,BANKNIFTY,18605.1,18642.85,18513.3,18585.55,,,46594751,1838.3,06-Jul-2015,
421921592,07-Jul-15,NIFTY,8471.95,8479.25,8433.2,8444.9,,,115472141,6065.26,07-Jul-2015,
421921593,07-Jul-15,BANKNIFTY,18794.1,18980.65,18713.15,18798.5,,,46335758,1680.1,07-Jul-2015,
421941592,09-Jul-15,NIFTY,8364.85,8400.3,8323,8328.55,,,135358659,6610.4,09-Jul-2015,
421941593,09-Jul-15,BANKNIFTY,18794.1,18980.65,18713.15,18798.5,,,46335758,1680.1,09-Jul-2015,
421951592,10-Jul-15,NIFTY,8365.7,8377.1,8315.4,8360.55,,,158883926,8128.47,10-Jul-2015,
421951593,10-Jul-15,BANKNIFTY,18584.95,18767.8,18534.55,18719.8,,,47365522,1655.66,10-Jul-2015,
421981592,13-Jul-15,NIFTY,8397.25,8471.65,8355.4,8459.65,,,121380175,6506.28,13-Jul-2015,
421981593,13-Jul-15,BANKNIFTY,18753.8,18929.2,18657.6,18893.55,,,44253570,1920.38,13-Jul-2015,
421991592,14-Jul-15,NIFTY,8470.6,8480.25,8424.1,8454.1,,,104893796,5454.41,14-Jul-2015,
421991593,14-Jul-15,BANKNIFTY,18913.75,18940.85,18734.4,18780.2,,,41870853,1554.23,14-Jul-2015,
422001592,15-Jul-15,NIFTY,8470.6,8480.25,8424.1,8454.1,,,104893796,5454.41,15-Jul-2015,
422001593,15-Jul-15,BANKNIFTY,18801.5,18894.9,18773.9,18816.25,,,39321890,1278.66,15-Jul-2015,
422011592,16-Jul-15,NIFTY,8470.6,8480.25,8424.1,8454.1,,,104893796,5454.41,16-Jul-2015,
422011593,16-Jul-15,BANKNIFTY,18801.5,18894.9,18773.9,18816.25,,,39321890,1278.66,16-Jul-2015,
422021592,17-Jul-15,NIFTY,8623.65,8642.95,8593.15,8609.85,,,108190401,5713.13,17-Jul-2015,
422021593,17-Jul-15,BANKNIFTY,18801.5,18894.9,18773.9,18816.25,,,39321890,1278.66,17-Jul-2015,
422051592,20-Jul-15,NIFTY,8623.65,8642.95,8593.15,8609.85,,,108190401,5713.13,20-Jul-2015,
422051593,20-Jul-15,BANKNIFTY,18801.5,18894.9,18773.9,18816.25,,,39321890,1278.66,20-Jul-2015,
422061592,21-Jul-15,NIFTY,8601.5,8646.75,8517.9,8529.45,,,169151098,10699.52,21-Jul-2015,
422061593,21-Jul-15,BANKNIFTY,19042.95,19101.5,18702.45,18723.4,,,40091629,1456.01,21-Jul-2015,
422071592,22-Jul-15,NIFTY,8601.5,8646.75,8517.9,8529.45,,,169151098,10699.52,22-Jul-2015,
422071593,22-Jul-15,BANKNIFTY,19042.95,19101.5,18702.45,18723.4,,,40091629,1456.01,22-Jul-2015,
422081592,23-Jul-15,NIFTY,8601.5,8646.75,8517.9,8529.45,,,169151098,10699.52,23-Jul-2015,
422081593,23-Jul-15,BANKNIFTY,19042.95,19101.5,18702.45,18723.4,,,40091629,1456.01,23-Jul-2015,
422091592,24-Jul-15,NIFTY,8588.15,8589.15,8513.5,8521.55,,,131344832,6942.22,24-Jul-2015,
422091593,24-Jul-15,BANKNIFTY,18832.45,18860.75,18613.55,18635.85,,,59850422,2291.52,24-Jul-2015,
422121592,27-Jul-15,NIFTY,8492.1,8492.2,8351.55,8361,,,140828066,7353.09,27-Jul-2015,
422121593,27-Jul-15,BANKNIFTY,18566.55,18566.55,18187.45,18213.05,,,48338057,1715.4,27-Jul-2015,
422131592,28-Jul-15,NIFTY,8492.1,8492.2,8351.55,8361,,,140828066,7353.09,28-Jul-2015,
422131593,28-Jul-15,BANKNIFTY,18566.55,18566.55,18187.45,18213.05,,,48338057,1715.4,28-Jul-2015,
422141592,29-Jul-15,NIFTY,8492.1,8492.2,8351.55,8361,,,140828066,7353.09,29-Jul-2015,
422141593,29-Jul-15,BANKNIFTY,18566.55,18566.55,18187.45,18213.05,,,48338057,1715.4,29-Jul-2015,
422151592,30-Jul-15,NIFTY,8492.1,8492.2,8351.55,8361,,,140828066,7353.09,30-Jul-2015,
422151593,30-Jul-15,BANKNIFTY,18566.55,18566.55,18187.45,18213.05,,,48338057,1715.4,30-Jul-2015,
422161592,31-Jul-15,NIFTY,8492.1,8492.2,8351.55,8361,,,140828066,7353.09,31-Jul-2015,
422161593,31-Jul-15,BANKNIFTY,18489.85,18828.85,18474.8,18729.85,,,117407559,3649.78,31-Jul-2015,
422191592,03-Aug-15,NIFTY,8510.65,8563.95,8508.1,8543.05,,,161485758,7738.1,03-Aug-2015,
422191593,03-Aug-15,BANKNIFTY,18782.65,19016.4,18782.65,18914.7,,,94100555,2911.08,03-Aug-2015,
422201592,04-Aug-15,NIFTY,8510.65,8563.95,8508.1,8543.05,,,161485758,7738.1,04-Aug-2015,
422201593,04-Aug-15,BANKNIFTY,18968.25,19067.35,18758.9,18972.6,,,104132738,3200.31,04-Aug-2015,
422211592,05-Aug-15,NIFTY,8547.45,8591.85,8545.85,8567.95,,,136948290,6434.82,05-Aug-2015,
422211593,05-Aug-15,BANKNIFTY,19047.3,19103.7,18868.65,18928.55,,,67018432,1960.65,05-Aug-2015,
422221592,06-Aug-15,NIFTY,8585.8,8606.3,8551.5,8588.65,,,139116393,6595.25,06-Aug-2015,
422221593,06-Aug-15,BANKNIFTY,18946.3,19100.55,18830.4,19029.35,,,59517717,1832.47,06-Aug-2015,
422231592,07-Aug-15,NIFTY,8585.8,8606.3,8551.5,8588.65,,,139116393,6595.25,07-Aug-2015,
422231593,07-Aug-15,BANKNIFTY,18946.3,19100.55,18830.4,19029.35,,,59517717,1832.47,07-Aug-2015,
422261592,10-Aug-15,NIFTY,8585.8,8606.3,8551.5,8588.65,,,139116393,6595.25,10-Aug-2015,
422261593,10-Aug-15,BANKNIFTY,18946.3,19100.55,18830.4,19029.35,,,59517717,1832.47,10-Aug-2015,
422271592,11-Aug-15,NIFTY,8548.45,8556.25,8441.3,8462.35,,,159192694,7049.29,11-Aug-2015,
422271593,11-Aug-15,BANKNIFTY,18946.3,19100.55,18830.4,19029.35,,,59517717,1832.47,11-Aug-2015,
422281592,12-Aug-15,NIFTY,8445.7,8446.95,8337.95,8349.45,,,195904304,8630.35,12-Aug-2015,
422281593,12-Aug-15,BANKNIFTY,18515.2,18515.2,18034.75,18059.75,,,68321743,2143.2,12-Aug-2015,
422291592,13-Aug-15,NIFTY,8445.7,8446.95,8337.95,8349.45,,,195904304,8630.35,13-Aug-2015,
